"segment_id","all_count","non_srl_count","food_count","drink_count","wrapper_count","bottle_count","can_count","LSOA","Loc","unique_ID","segment_distance","land_use","LSOA_Name","Region","imd_score","income_score","employment_score","education_score","health_score","crime_score","housing_score","environment_score","imd_quintile","urban_rural"
"30020",1,1,0,0,0,0,0,"E01015422","Loc_001","1663440588307",57,"Low Obstruction housing areas","Poole 006F","South West (England)",10.221,0.063,0.047,11.395,-0.437,-1.404,33.632,8.383,2,"Urban city and town"
"30023",2,1,0,0,0,0,0,"E01024749","Loc_015","1663489248527",44,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30024",1,1,0,0,0,0,0,"E01024749","Loc_015","1663489327325",58,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30025",1,1,0,0,0,0,0,"E01024749","Loc_011","1663489780522",56.1,"Low Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30027",2,1,0,0,0,0,0,"E01024749","Loc_012","1663490502658",56.4,"Other retail commercial areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30028",10,5,0,3,0,0,1,"E01024749","Loc_012","1663490610561",58.6,"Other retail commercial areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30029",1,1,0,0,0,0,0,"E01024749","Loc_010","1663490796642",53,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30030",2,1,0,0,0,0,0,"E01024749","Loc_010","1663490888518",60.4,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30031",10,4,0,4,0,1,1,"E01024749","Loc_003","1663491335113",56.1,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30032",5,5,0,3,0,1,0,"E01024749","Loc_003","1663491419997",51.9,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30033",5,1,0,0,0,0,0,"E01024749","Loc_006","1663491865978",48.7,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30034",1,0,0,0,0,0,0,"E01024749","Loc_006","1663491970120",53.4,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30036",3,2,0,1,0,0,0,"E01024749","Loc_008","1663492337928",58.2,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30037",11,4,0,0,0,0,0,"E01024749","Loc_004","1663492504171",55.2,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30038",3,3,2,0,2,0,0,"E01024749","Loc_004","1663492584409",50.2,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30039",7,6,0,5,0,2,0,"E01024749","Loc_013","1663493338692",50.3,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30040",6,4,1,1,0,0,0,"E01024749","Loc_013","1663493643744",52.7,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30041",7,4,0,1,0,0,0,"E01024749","Loc_009","1663493810257",54.5,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30042",4,3,0,1,0,0,0,"E01024749","Loc_009","1663493897404",48.1,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30043",34,6,0,2,0,0,0,"E01024749","Loc_001","1663494148384",53.7,"Other retail commercial areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30044",29,7,1,2,1,0,0,"E01024749","Loc_001","1663494251673",52.6,"Other retail commercial areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30046",2,1,0,1,0,0,0,"E01024749","Loc_005","1663494965178",49.4,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30047",3,2,0,0,0,0,0,"E01024749","Loc_007","1663495152037",48.4,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30048",3,2,0,0,0,0,0,"E01024749","Loc_007","1663495228493",52.3,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30049",3,1,0,1,0,0,0,"E01024749","Loc_002","1663495721640",58.9,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30050",4,4,1,2,1,0,0,"E01024749","Loc_002","1663495817777",51.9,"Medium Obstruction housing areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30051",11,7,2,1,2,0,0,"E01024749","Loc_014","1663496308856",50,"Other retail commercial areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30052",6,4,2,0,2,0,0,"E01024749","Loc_014","1663496400087",53.3,"Other retail commercial areas","Tonbridge and Malling 011C","South East (England)",21.134,0.133,0.106,37.864,-0.038,0.136,19.494,9.347,3,"Urban city and town"
"30053",37,12,4,4,4,0,0,"E01032659","Loc_004","1663507579681",54,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30054",23,7,2,3,1,0,0,"E01032659","Loc_004","1663507638988",55,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30056",4,2,1,0,0,0,0,"E01032659","Loc_009","1663508470627",58,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30057",16,13,4,5,3,1,4,"E01032659","Loc_009","1663508470647",50,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30058",6,4,0,2,0,0,1,"E01032659","Loc_007","1663508905368",63,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30059",1,0,0,0,0,0,0,"E01032659","Loc_007","1663508905389",54,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30060",2,2,2,0,2,0,0,"E01032659","Loc_001","1663509472116",57,"Medium Obstruction housing areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30061",8,8,3,0,3,0,0,"E01032659","Loc_001","1663509472147",60,"Medium Obstruction housing areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30062",5,5,0,5,0,2,0,"E01032659","Loc_013","1663509938593",50,"Main roads","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30063",11,9,2,5,2,0,3,"E01032659","Loc_013","1663509938612",54,"Main roads","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30064",16,11,1,5,1,1,0,"E01032659","Loc_003","1663510495785",49,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30065",13,13,0,8,0,2,1,"E01032659","Loc_003","1663510495805",51,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30066",9,9,3,4,2,1,1,"E01032659","Loc_006","1663510895621",49,"Low Obstruction housing areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30067",10,10,1,9,1,3,4,"E01032659","Loc_006","1663510895701",60,"Low Obstruction housing areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30068",13,13,3,3,2,1,1,"E01032659","Loc_005","1663511345925",63,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30069",10,9,4,5,3,2,1,"E01032659","Loc_005","1663511345945",58,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30070",1,0,0,0,0,0,0,"E01032659","Loc_008","1663511728789",50,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30071",2,2,0,0,0,0,0,"E01032659","Loc_008","1663511728811",41,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30072",2,2,0,1,0,0,0,"E01032659","Loc_002","1663512787935",51,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30074",4,4,0,1,0,0,1,"E01032659","Loc_011","1663512787971",58,"Main retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30076",5,4,0,1,0,0,0,"E01032659","Loc_010","1663513291620",58,"Main retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30077",2,2,1,0,1,0,0,"E01032659","Loc_010","1663513291641",53,"Main retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30078",7,6,2,2,2,0,0,"E01032659","Loc_014","1663513556721",60,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30079",2,2,0,1,0,0,1,"E01032659","Loc_014","1663513556741",51,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30080",5,5,2,2,1,0,2,"E01032659","Loc_012","1663513753793",59,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30081",4,4,2,2,2,0,0,"E01032659","Loc_012","1663513753812",56,"Industry warehousing retail sheds & science parks","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30082",5,5,0,2,0,1,0,"E01032659","Loc_015","1663513965968",53,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30083",4,4,0,1,0,0,0,"E01032659","Loc_015","1663513966044",59,"Other retail commercial areas","Poole 015F","South West (England)",37.053,0.236,0.187,33.867,1.032,0.635,22.164,14.109,5,"Urban city and town"
"30466",2,2,1,0,1,0,0,"E01028326","Loc_015","1663746636470",68,"Low Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30468",1,1,0,1,0,0,0,"E01028326","Loc_014","1663747298277",70,"Medium Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30470",3,2,1,1,1,0,0,"E01028326","Loc_013","1663748944730",72,"Medium Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30471",3,1,0,1,0,0,0,"E01028326","Loc_013","1663748944749",65,"Medium Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30472",1,1,0,0,0,0,0,"E01028326","Loc_012","1663749476106",65,"Medium Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30473",2,2,0,2,0,0,0,"E01028326","Loc_012","1663749476130",56,"Medium Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30474",3,2,1,1,1,0,0,"E01028326","Loc_004","1663750032202",69,"Low Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30475",5,5,0,0,0,0,0,"E01028326","Loc_004","1663750032222",56,"Low Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30477",1,1,0,1,0,0,0,"E01028326","Loc_009","1663750693632",58,"Low Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30480",1,0,0,0,0,0,0,"E01028326","Loc_011","1663751866282",55,"Medium Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30482",1,1,0,0,0,0,0,"E01028326","Loc_003","1663752405175",67,"Low Obstruction housing areas","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30484",3,2,0,2,0,2,0,"E01028326","Loc_005","1663753962434",59,"Rural roads","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30485",1,1,0,0,0,0,0,"E01028326","Loc_005","1663753962453",62,"Rural roads","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"30491",1,1,0,0,0,0,0,"E01028326","Loc_010","1663755224867",60,"Rural roads","Newark and Sherwood 012C","East Midlands (England)",13.843,0.109,0.095,13.543,-0.132,-0.505,9.638,12.297,2,"Urban city and town"
"31037",17,8,1,4,1,1,1,"E01009351","Loc_001","1664017408105",55,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31038",39,31,2,16,2,2,0,"E01009351","Loc_001","1664017408126",68,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31039",10,6,2,0,2,0,0,"E01009351","Loc_002","1664018063741",76,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31040",20,18,5,5,4,2,0,"E01009351","Loc_002","1664018063775",60,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31043",73,62,16,14,14,3,2,"E01009351","Loc_003","1664019128515",52,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31044",13,11,1,5,1,0,2,"E01009351","Loc_003","1664019128534",55,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31047",41,36,4,17,2,5,0,"E01009351","Loc_004","1664019955607",55,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31048",111,84,17,41,12,5,20,"E01009351","Loc_004","1664019955627",71,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31051",4,3,0,1,0,1,0,"E01009351","Loc_005","1664020399504",49,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31052",11,11,5,1,3,0,0,"E01009351","Loc_005","1664020399521",58,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31055",35,30,2,12,2,1,2,"E01009351","Loc_006","1664021136514",54,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31056",36,33,2,21,2,4,4,"E01009351","Loc_006","1664021136536",61,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31059",4,3,1,0,1,0,0,"E01009351","Loc_007","1664021650284",55,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31060",26,7,2,3,2,0,0,"E01009351","Loc_007","1664021650304",145,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31063",7,6,2,2,2,0,0,"E01009351","Loc_009","1664022107968",60,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31064",27,23,6,9,4,2,1,"E01009351","Loc_009","1664022107987",53,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31067",23,11,3,4,2,0,0,"E01009351","Loc_010","1664022733871",52,"High Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31068",17,11,2,4,2,0,0,"E01009351","Loc_010","1664022733892",55,"High Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31071",22,19,4,6,4,2,1,"E01009351","Loc_012","1664023579479",62,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31072",4,3,0,1,0,0,1,"E01009351","Loc_012","1664023579502",64,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31074",6,4,0,2,0,1,1,"E01009351","Loc_013","1664024141273",54,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31075",24,20,7,8,7,2,0,"E01009351","Loc_013","1664024141293",58,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31078",8,8,1,5,1,1,0,"E01009351","Loc_014","1664024664813",58,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31079",9,9,3,4,2,1,1,"E01009351","Loc_014","1664024664833",285,"Medium Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31083",2,2,0,0,0,0,0,"E01009351","Loc_015","1664025137409",58,"Low Obstruction housing areas","Birmingham 036E","West Midlands (England)",45.113,0.283,0.15,54.547,0.691,0.394,33.875,53.769,5,"Urban major conurbation"
"31262",2,2,0,0,0,0,0,"E01009319","Loc_014","1664111221465",79,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31263",1,1,0,0,0,0,0,"E01009319","Loc_008","1664111608642",57,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31264",2,2,1,0,1,0,0,"E01009319","Loc_008","1664111608663",65,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31267",4,3,0,0,0,0,0,"E01009319","Loc_006","1664113156579",54,"Low Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31270",35,34,6,15,5,6,4,"E01009319","Loc_004","1664113156628",59,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31271",3,0,0,0,0,0,0,"E01009319","Loc_013","1664113605767",55,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31272",4,3,0,1,0,0,0,"E01009319","Loc_013","1664113605818",56,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31273",5,5,0,0,0,0,0,"E01009319","Loc_013","1664114007258",77,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31274",2,2,0,1,0,0,0,"E01009319","Loc_013","1664114007276",55,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31275",7,7,1,3,1,0,0,"E01009319","Loc_001","1664114640414",59,"Low Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31276",4,4,1,0,1,0,0,"E01009319","Loc_001","1664114640434",56,"Low Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31277",1,1,0,1,0,0,0,"E01009319","Loc_009","1664114787522",53,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31278",5,5,0,0,0,0,0,"E01009319","Loc_009","1664114787539",55,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31279",1,1,0,0,0,0,0,"E01009319","Loc_010","1664115234301",51,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31280",9,5,0,3,0,0,1,"E01009319","Loc_010","1664115234321",61,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31283",10,7,0,6,0,2,1,"E01009319","Loc_002","1664115470350",51,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31284",14,11,1,6,1,1,1,"E01009319","Loc_002","1664115571824",55,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31285",1,0,0,0,0,0,0,"E01009319","Loc_003","1664115777731",56,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31286",2,1,0,0,0,0,0,"E01009319","Loc_003","1664115777753",55,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31287",2,2,0,2,0,0,0,"E01009319","Loc_005","1664116060142",58,"Low Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31288",1,0,0,0,0,0,0,"E01009319","Loc_005","1664116060163",60,"Low Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31289",5,4,1,0,1,0,0,"E01009319","Loc_007","1664116416474",71,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31290",3,3,0,0,0,0,0,"E01009319","Loc_007","1664116416493",59,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31291",11,10,1,3,1,0,1,"E01009319","Loc_012","1664116708382",57,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31292",3,3,0,0,0,0,0,"E01009319","Loc_012","1664116708403",58,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
"31295",6,6,0,3,0,1,0,"E01009319","Loc_011","1664117361139",72,"Medium Obstruction housing areas","Birmingham 081E","West Midlands (England)",17.89,0.077,0.068,16.212,0.142,-0.748,21.406,51.315,3,"Urban major conurbation"
